id,tipo,seccion,b_cm,h_cm,A_m2,nodo_i,nodo_j,xi_cm,yi_cm,zi_cm,xj_cm,yj_cm,zj_cm,L_m,Fx_kN,Fy_kN,Fz_kN,Mx_kNm,My_kNm,Mz_kNm
324,wall,25x585,25.0,356.0,0.89,9406,9407,57.5,1292.5,1424.0,57.5,1292.5,1780.0,3.56,151.949224,0.773403,37.298405,-2.753314,540.939239,-31.434023
325,wall,30x2695,269.5,30.0,0.8085,9408,9409,199.75,1292.0,0.0,199.75,1292.0,356.0,3.56,-9.432859,0.201414,1041.333745,-0.599011,53.553835,0.723426
326,wall,30x2695,269.5,30.0,0.8085,9409,9410,199.75,1292.0,356.0,199.75,1292.0,712.0,3.56,-2.061013,-1.25082,973.567991,0.118023,87.134814,1.434674
327,wall,30x2695,269.5,30.0,0.8085,9410,9411,199.75,1292.0,712.0,199.75,1292.0,1068.0,3.56,19.669163,2.289981,905.802238,-4.334898,94.472019,-8.868152
328,wall,30x2695,269.5,30.0,0.8085,9411,9412,199.75,1292.0,1068.0,199.75,1292.0,1424.0,3.56,-96.531355,-2.819952,838.036484,3.817434,24.4498,-9.547215
329,wall,30x2695,269.5,356.0,9.5942,9412,9413,199.75,1292.0,1424.0,199.75,1292.0,1780.0,3.56,103.399276,1.747639,402.076804,-6.221595,368.101423,-338.858773
330,wall,25x282,25.0,282.0,0.705,9414,9415,322.0,1136.0,0.0,322.0,1136.0,356.0,3.56,-10.782686,0.101661,281.414369,-0.342218,49.604275,0.690691
331,wall,25x282,25.0,282.0,0.705,9415,9416,322.0,1136.0,356.0,322.0,1136.0,712.0,3.56,3.860974,-0.693443,222.323638,0.019694,87.990636,1.369756
332,wall,25x282,25.0,282.0,0.705,9416,9417,322.0,1136.0,712.0,322.0,1136.0,1068.0,3.56,4.708481,1.197042,163.232906,-2.448963,74.245569,-8.46687
333,wall,25x282,25.0,282.0,0.705,9417,9418,322.0,1136.0,1068.0,322.0,1136.0,1424.0,3.56,-48.234385,-1.053199,104.142175,1.812505,57.483376,-9.115205
334,wall,25x282,25.0,356.0,0.89,9418,9419,322.0,1136.0,1424.0,322.0,1136.0,1780.0,3.56,64.381401,0.544068,37.298405,-1.936883,229.197787,-31.434023
335,beam_x,60x80,60.0,80.0,0.48,167,185,60.0,0,356.0,1080.0,0,356.0,10.2,-13.891969,-0.076364,93.651101,-0.0,0.0,0.0
336,beam_x,60x80,60.0,80.0,0.48,170,188,60.0,0,712.0,1080.0,0,712.0,10.2,-10.557049,-0.294766,94.605082,-0.0,-0.0,0.0
337,beam_x,60x80,60.0,80.0,0.48,173,191,60.0,0,1068.0,1080.0,0,1068.0,10.2,-63.277658,0.22899,95.723888,-0.0,-0.0,0.0
338,beam_x,60x80,60.0,80.0,0.48,176,194,60.0,0,1424.0,1080.0,0,1424.0,10.2,-25.431692,-0.120748,96.422633,-0.0,0.0,0.0
339,beam_x,60x80,60.0,80.0,0.48,179,197,60.0,0,1780.0,1080.0,0,1780.0,10.2,1.127057,0.110573,97.612147,-0.0,0.0,0.0
340,beam_x,60x80,60.0,80.0,0.48,168,186,60.0,725.0,356.0,1080.0,725.0,356.0,10.2,-17.278621,-0.076364,159.001191,0.0,-0.0,-0.0
341,beam_x,60x80,60.0,80.0,0.48,171,189,60.0,725.0,712.0,1080.0,725.0,712.0,10.2,-20.659992,-0.294766,159.670971,0.0,-0.0,0.0
342,beam_x,60x80,60.0,80.0,0.48,174,192,60.0,725.0,1068.0,1080.0,725.0,1068.0,10.2,-31.865188,0.22899,161.226473,0.0,0.0,0.0
343,beam_x,60x80,60.0,80.0,0.48,177,195,60.0,725.0,1424.0,1080.0,725.0,1424.0,10.2,50.67516,-0.120748,161.057893,0.0,-0.0,0.0
344,beam_x,60x80,60.0,80.0,0.48,180,198,60.0,725.0,1780.0,1080.0,725.0,1780.0,10.2,153.843611,0.110573,172.157439,-0.0,-0.0,0.0
345,beam_x,60x80,60.0,80.0,0.48,169,187,80.0,1615.0,356.0,1080.0,1615.0,356.0,10.0,0.0,-0.0,157.59,-80.505094,-322.431467,-0.0
346,beam_x,60x80,60.0,80.0,0.48,172,190,80.0,1615.0,712.0,1080.0,1615.0,712.0,10.0,0.0,-0.0,163.113253,-81.192019,-353.707437,-0.0
347,beam_x,60x80,60.0,80.0,0.48,175,193,80.0,1615.0,1068.0,1080.0,1615.0,1068.0,10.0,0.0,0.0,165.508529,-81.702614,-363.490638,0.0
348,beam_x,60x80,60.0,80.0,0.48,178,196,80.0,1615.0,1424.0,1080.0,1615.0,1424.0,10.0,0.0,-0.0,171.845727,-86.393247,-400.229781,-0.0
349,beam_x,60x80,60.0,80.0,0.48,181,199,80.0,1615.0,1780.0,1080.0,1615.0,1780.0,10.0,0.0,0.0,168.667281,-100.757862,-353.004792,0.0
350,beam_y,60x80,60.0,80.0,0.48,187,186,1080.0,1615.0,356.0,1080.0,725.0,356.0,8.9,0.0,0.0,87.203185,-111.149381,10.084237,0.0
351,beam_y,60x80,60.0,80.0,0.48,186,185,1080.0,725.0,356.0,1080.0,0,356.0,7.25,-0.0,0.0,66.160094,-73.298456,-4.156644,-0.0
352,beam_y,60x80,60.0,80.0,0.48,190,189,1080.0,1615.0,712.0,1080.0,725.0,712.0,8.9,0.0,0.0,89.833486,-123.497167,8.744119,0.0
353,beam_y,60x80,60.0,80.0,0.48,189,188,1080.0,725.0,712.0,1080.0,0,712.0,7.25,-0.0,0.0,54.410851,-31.359465,-3.55244,-0.0
354,beam_y,60x80,60.0,80.0,0.48,193,192,1080.0,1615.0,1068.0,1080.0,725.0,1068.0,8.9,0.0,0.0,91.544434,-128.99553,8.815513,0.0
355,beam_y,60x80,60.0,80.0,0.48,192,191,1080.0,725.0,1068.0,1080.0,0,1068.0,7.25,0.0,0.0,49.279722,-11.617789,-3.902357,0.0
356,beam_y,60x80,60.0,80.0,0.48,196,195,1080.0,1615.0,1424.0,1080.0,725.0,1424.0,8.9,-0.0,0.0,94.725175,-146.447969,8.336609,-0.0
357,beam_y,60x80,60.0,80.0,0.48,195,194,1080.0,725.0,1424.0,1080.0,0,1424.0,7.25,0.0,0.0,42.92562,10.7663,-2.731449,0.0
358,beam_y,60x80,60.0,80.0,0.48,199,198,1080.0,1615.0,1780.0,1080.0,725.0,1780.0,8.9,-0.0,0.0,88.179632,-96.322481,14.501489,-0.0
359,beam_y,60x80,60.0,80.0,0.48,198,197,1080.0,725.0,1780.0,1080.0,0,1780.0,7.25,-0.0,0.0,56.361312,-30.812006,-10.135163,-0.0
360,beam_x,60x80,60.0,80.0,0.48,185,203,1080.0,0,356.0,2080.0,0,356.0,10.0,0.0,-0.0,122.362736,30.670361,-298.073074,-0.0
361,beam_x,60x80,60.0,80.0,0.48,186,204,1080.0,725.0,356.0,2080.0,725.0,356.0,10.0,0.0,-0.0,228.431952,15.726302,-541.05271,-0.0
362,beam_x,60x80,60.0,80.0,0.48,205,187,2080.0,1615.0,356.0,1080.0,1615.0,356.0,10.0,0.0,0.0,129.582392,-43.265734,289.584471,-0.0
363,beam_y,60x80,60.0,80.0,0.48,205,204,2080.0,1615.0,356.0,2080.0,725.0,356.0,8.9,0.0,0.0,78.565167,-96.20881,3.901821,0.0
364,beam_y,60x80,60.0,80.0,0.48,204,203,2080.0,725.0,356.0,2080.0,0,356.0,7.25,-0.0,0.0,61.169225,-71.238982,-4.305356,-0.0
365,beam_x,60x80,60.0,80.0,0.48,188,206,1080.0,0,712.0,2080.0,0,712.0,10.0,0.0,-0.0,124.065555,37.530693,-298.800606,-0.0
366,beam_x,60x80,60.0,80.0,0.48,189,207,1080.0,725.0,712.0,2080.0,725.0,712.0,10.0,0.0,-0.0,223.750245,18.953036,-523.591188,-0.0
367,beam_x,60x80,60.0,80.0,0.48,208,190,2080.0,1615.0,712.0,1080.0,1615.0,712.0,10.0,0.0,0.0,129.407433,-45.956678,285.572294,-0.0
368,beam_y,60x80,60.0,80.0,0.48,208,207,2080.0,1615.0,712.0,2080.0,725.0,712.0,8.9,0.0,0.0,79.87443,-102.775975,3.044234,0.0
369,beam_y,60x80,60.0,80.0,0.48,207,206,2080.0,725.0,712.0,2080.0,0,712.0,7.25,-0.0,0.0,51.760886,-37.050032,-3.677435,-0.0
370,beam_x,60x80,60.0,80.0,0.48,191,209,1080.0,0,1068.0,2080.0,0,1068.0,10.0,0.0,0.0,125.788887,39.897801,-305.256266,0.0
371,beam_x,60x80,60.0,80.0,0.48,192,210,1080.0,725.0,1068.0,2080.0,725.0,1068.0,10.0,0.0,0.0,222.582447,19.951657,-522.646209,0.0
372,beam_x,60x80,60.0,80.0,0.48,211,193,2080.0,1615.0,1068.0,1080.0,1615.0,1068.0,10.0,0.0,-0.0,128.371704,-47.308085,279.992156,0.0
373,beam_y,60x80,60.0,80.0,0.48,211,210,2080.0,1615.0,1068.0,2080.0,725.0,1068.0,8.9,0.0,0.0,80.938248,-105.772925,2.871274,0.0
374,beam_y,60x80,60.0,80.0,0.48,210,209,2080.0,725.0,1068.0,2080.0,0,1068.0,7.25,0.0,0.0,47.964347,-22.420606,-3.879972,0.0
375,beam_x,60x80,60.0,80.0,0.48,194,212,1080.0,0,1424.0,2080.0,0,1424.0,10.0,0.0,0.0,128.509814,43.880141,-312.936769,0.0
376,beam_x,60x80,60.0,80.0,0.48,195,213,1080.0,725.0,1424.0,2080.0,725.0,1424.0,10.0,0.0,0.0,220.978319,21.583304,-516.684933,0.0
377,beam_x,60x80,60.0,80.0,0.48,214,196,2080.0,1615.0,1424.0,1080.0,1615.0,1424.0,10.0,0.0,0.0,126.954076,-49.698458,267.836062,-0.0
378,beam_y,60x80,60.0,80.0,0.48,214,213,2080.0,1615.0,1424.0,2080.0,725.0,1424.0,8.9,-0.0,0.0,82.996294,-117.02301,1.465013,-0.0
379,beam_y,60x80,60.0,80.0,0.48,213,212,2080.0,725.0,1424.0,2080.0,0,1424.0,7.25,0.0,0.0,43.699631,-7.066705,-2.960529,0.0
380,beam_x,60x80,60.0,80.0,0.48,197,215,1080.0,0,1780.0,2080.0,0,1780.0,10.0,0.0,0.0,126.333649,32.731599,-321.172053,0.0
381,beam_x,60x80,60.0,80.0,0.48,198,216,1080.0,725.0,1780.0,2080.0,725.0,1780.0,10.0,0.0,0.0,230.412467,16.237733,-568.009411,0.0
382,beam_x,60x80,60.0,80.0,0.48,217,199,2080.0,1615.0,1780.0,1080.0,1615.0,1780.0,10.0,0.0,0.0,127.653663,-45.015266,288.447749,-0.0
383,beam_y,60x80,60.0,80.0,0.48,217,216,2080.0,1615.0,1780.0,2080.0,725.0,1780.0,8.9,-0.0,0.0,78.952745,-84.665055,10.294703,-0.0
384,beam_y,60x80,60.0,80.0,0.48,216,215,2080.0,725.0,1780.0,2080.0,0,1780.0,7.25,-0.0,0.0,52.503067,-35.510103,-10.86009,-0.0
385,beam_x,60x80,60.0,80.0,0.48,203,309,2080.0,0,356.0,3205.0,0,356.0,11.25,0.0,0.0,114.715531,30.329518,-228.327797,0.0
386,beam_x,60x80,60.0,80.0,0.48,206,310,2080.0,0,712.0,3205.0,0,712.0,11.25,0.0,-0.0,114.756988,42.13283,-223.532314,-0.0
387,beam_x,60x80,60.0,80.0,0.48,209,311,2080.0,0,1068.0,3205.0,0,1068.0,11.25,0.0,-0.0,115.077129,47.197138,-220.867827,-0.0
388,beam_x,60x80,60.0,80.0,0.48,212,312,2080.0,0,1424.0,3205.0,0,1424.0,11.25,0.0,-0.0,118.000956,52.297988,-232.722911,-0.0
389,beam_x,60x80,60.0,80.0,0.48,215,313,2080.0,0,1780.0,3205.0,0,1780.0,11.25,0.0,0.0,145.40968,24.074832,-307.721418,0.0
390,beam_y,80x80,80.0,80.0,0.64,398,399,3205.0,-109.0,356.0,3205.0,1724.5,356.0,18.335,-70.63216,-0.697298,57.725238,77.997338,8.660817,23.686202
391,beam_y,80x80,80.0,80.0,0.64,400,401,3205.0,-109.0,712.0,3205.0,1724.5,712.0,18.335,22.953789,-2.642177,364.329293,266.347018,35.175828,-7.7755
392,beam_y,80x80,80.0,80.0,0.64,402,403,3205.0,-109.0,1068.0,3205.0,1724.5,1068.0,18.335,31.509441,-3.726638,468.464034,343.992024,48.816455,-10.645883
393,beam_y,80x80,80.0,80.0,0.64,404,405,3205.0,-109.0,1424.0,3205.0,1724.5,1424.0,18.335,35.861124,-3.832343,557.734598,404.245272,73.257364,-12.100515
394,beam_y,80x80,80.0,80.0,0.64,406,407,3205.0,-109.0,1780.0,3205.0,1724.5,1780.0,18.335,40.992788,-4.333672,468.540684,368.838615,110.157056,-13.836142
395,beam_x,60x80,60.0,80.0,0.48,205,231,2080.0,1615.0,356.0,3205.0,1615.0,356.0,11.25,0.0,0.0,139.51202,-58.482238,-279.78322,0.0
396,beam_x,60x80,60.0,80.0,0.48,208,232,2080.0,1615.0,712.0,3205.0,1615.0,712.0,11.25,0.0,-0.0,137.984182,-63.760993,-271.800788,-0.0
397,beam_x,60x80,60.0,80.0,0.48,211,233,2080.0,1615.0,1068.0,3205.0,1615.0,1068.0,11.25,0.0,-0.0,137.392233,-66.093043,-266.968856,-0.0
398,beam_x,60x80,60.0,80.0,0.48,214,234,2080.0,1615.0,1424.0,3205.0,1615.0,1424.0,11.25,0.0,-0.0,140.487987,-72.014885,-280.592684,-0.0
399,beam_x,60x80,60.0,80.0,0.48,217,235,2080.0,1615.0,1780.0,3205.0,1615.0,1780.0,11.25,0.0,0.0,175.063877,-39.100179,-372.632315,0.0
400,beam_x,60x80,60.0,80.0,0.48,204,219,2080.0,725.0,356.0,2830.0,725.0,356.0,7.5,0.0,0.0,199.085031,15.298247,-364.455927,0.0
401,beam_x,60x80,60.0,80.0,0.48,207,220,2080.0,725.0,712.0,2830.0,725.0,712.0,7.5,0.0,-0.0,195.603644,18.734,-354.847154,-0.0
402,beam_x,60x80,60.0,80.0,0.48,210,221,2080.0,725.0,1068.0,2830.0,725.0,1068.0,7.5,0.0,-0.0,196.033543,19.347976,-355.175976,-0.0
403,beam_x,60x80,60.0,80.0,0.48,213,222,2080.0,725.0,1424.0,2830.0,725.0,1424.0,7.5,0.0,-0.0,196.037093,20.799908,-360.123819,-0.0
404,beam_x,60x80,60.0,80.0,0.48,216,223,2080.0,725.0,1780.0,2830.0,725.0,1780.0,7.5,0.0,0.0,209.201888,15.034451,-389.157417,0.0
405,beam_y,60x80,60.0,80.0,0.48,408,412,580.0,0,356.0,580.0,725.0,356.0,7.25,0.0,0.0,106.407946,79.598854,10.96889,-0.0
406,beam_y,60x80,60.0,80.0,0.48,412,415,580.0,725.0,356.0,580.0,1615.0,356.0,8.9,-0.0,0.0,75.456366,24.231091,-29.854904,0.0
407,beam_y,60x80,60.0,80.0,0.48,409,413,1580.0,0,356.0,1580.0,725.0,356.0,7.25,0.0,0.0,66.917625,66.134652,-0.589352,-0.0
408,beam_y,60x80,60.0,80.0,0.48,413,416,1580.0,725.0,356.0,1580.0,1615.0,356.0,8.9,-0.0,0.0,88.806958,87.399295,1.27053,0.0
409,beam_y,60x80,60.0,80.0,0.48,410,414,2455.0,0,356.0,2455.0,725.0,356.0,7.25,0.0,0.0,51.162367,29.016718,26.741218,-0.0
410,beam_y,60x80,60.0,80.0,0.48,414,417,2455.0,725.0,356.0,2455.0,1615.0,356.0,8.9,-0.0,0.0,106.569272,179.510992,8.768771,0.0
411,beam_y,60x80,60.0,80.0,0.48,411,219,2830.0,0,356.0,2830.0,725.0,356.0,7.25,0.0,0.0,65.868294,46.439023,-31.72798,-0.0
412,beam_y,60x80,60.0,80.0,0.48,219,418,2830.0,725.0,356.0,2830.0,1615.0,356.0,8.9,-0.0,0.0,148.572055,299.052529,14.914709,0.0
413,beam_y,60x80,60.0,80.0,0.48,419,420,580.0,0,712.0,580.0,725.0,712.0,7.25,0.0,0.0,108.824466,86.279512,7.327954,-0.0
414,beam_y,60x80,60.0,80.0,0.48,420,421,580.0,725.0,712.0,580.0,1615.0,712.0,8.9,-0.0,0.0,74.119263,15.953926,-28.133671,0.0
415,beam_y,60x80,60.0,80.0,0.48,422,423,1580.0,0,712.0,1580.0,725.0,712.0,7.25,0.0,0.0,70.823171,78.534725,0.404271,-0.0
416,beam_y,60x80,60.0,80.0,0.48,423,424,1580.0,725.0,712.0,1580.0,1615.0,712.0,8.9,-0.0,0.0,87.159524,77.726523,-0.529995,0.0
417,beam_y,60x80,60.0,80.0,0.48,425,426,2455.0,0,712.0,2455.0,725.0,712.0,7.25,-0.0,0.0,55.020505,38.464472,24.030508,0.0
418,beam_y,60x80,60.0,80.0,0.48,426,427,2455.0,725.0,712.0,2455.0,1615.0,712.0,8.9,-0.0,0.0,105.475271,171.096904,10.409716,0.0
419,beam_y,60x80,60.0,80.0,0.48,428,220,2830.0,0,712.0,2830.0,725.0,712.0,7.25,-0.0,0.0,70.331618,59.533644,-32.329368,0.0
